session_id,response_id,expense_category,expense,age_suggested,age_selected,age_changed,gender_suggested,gender_selected,gender_changed,race_suggested,race_selected,race_changed,profession_suggested,profession_selected,profession_changed,profession_option_1,profession_option_2,profession_option_3,profession_option_4,task_submit_time
3VD82FOHKQO3K0SVNS3QCL3YQMNOCD,e6481585-8970-4032-bb31-c50aed9f2859,education,school teacher's pay,45,45,0,female,female,0,white,latino,1,state governor,state governor,0,state governor,clergy,engineer,insurance salesperson,37:39.6
33CID57104T71FTFH7CXR1VAOR7L36,d8c69fe8-b31f-466a-a5a0-d3c81ccc0e8e,debt,national debt,45,45,0,male,male,0,white,white,0,state governor,state governor,0,nurse,advertising practitioner,state governor,journalist,17:15.9
39KFRKBFINVGN3T0JKLF9CVHTU4OYO,ac7c1a36-4a41-475f-afea-d5e747f52ab4,debt,national debt,45,45,0,female,female,0,black,black,0,nurse,nurse,0,business executive,union leader,university professor,nurse,23:09.0
3WYP994K17RQYXNWJOZLSC9Q6PEY61,6724e0c1-eee2-4789-b172-50fa4cfa3b5b,public assistance,low-income childcare assistance,25,75,1,male,female,1,latino,white,1,congress member,congress member,0,clergy,nurse,congress member,business executive,55:04.4
39RP059MEHTWASFDWCSI9X8BDPSMBL,de9d0910-cfc4-49fd-83a4-04c19371cbd2,defense,defense contractors,45,45,0,female,female,0,black,black,0,advertising practitioner,advertising practitioner,0,union leader,clergy,advertising practitioner,nurse,04:14.9
3TE3O857308TJVS9IRVOU3ZHPPO2RZ,01cedf30-1a1c-4858-b641-c1a9598c6064,education,school special education supplies,45,45,0,female,female,0,latino,latino,0,university professor,university professor,0,union leader,nurse,university professor,insurance salesperson,40:48.1
3FDJT1UU748ZVOY1AQOPRYGFE0KK5A,5afdbddf-07b4-47bb-9728-08ddadc885a2,education,school stationeries and supplies,45,25,1,male,female,1,latino,latino,0,pharmacist,insurance salesperson,1,pharmacist,clergy,insurance salesperson,police officer,30:21.8
3KB8R4ZV1E7WIIJRL9UNWSOEGTWBGX,e179938d-8bf6-4ee0-962a-ef7e683aee98,health services,Children's Health Insurance Program (CHIP),25,45,1,male,female,1,white,black,1,advertising practitioner,university professor,1,advertising practitioner,state governor,engineer,university professor,52:20.8
3UJ1CZ6IZHPXJ7B9FZXRIK7PVDY5SF,5dd3e9f6-aed7-42b8-92f8-57dfb6bc652c,scientific and medical research,medical vaccine research,25,45,1,female,female,0,white,white,0,stockbroker,police officer,1,stockbroker,doctor,lawyer,police officer,58:34.4
3S3AMIZX3U5CG316XJPA1RRZMBCDC7,ca74df2f-6e25-44f4-ab39-695f1bd54751,debt,national debt,25,45,1,female,female,0,white,white,0,doctor,stockbroker,1,stockbroker,doctor,lawyer,congress member,27:19.3
3OF2M9AATGOX22IQHEV5G2NADEJKZ0,2684bb03-8e55-45a9-8480-814fe1f0a80c,education,school stationeries and supplies,75,45,1,female,male,1,latino,white,1,advertising practitioner,state governor,1,advertising practitioner,state governor,lawyer,nurse,48:41.2
3570Y55XZPJSVQC2V18743MF277YG3,ce9ab0ca-ba4f-4720-b579-379824d3a6b4,scientific and medical research,cybersecurity research,25,45,1,male,female,1,white,white,0,police officer,police officer,0,nurse,journalist,police officer,stockbroker,57:11.2
3WJEQKOXA82UVTOWXC9OUU02Y0MA1P,85d0fb7a-1866-4adf-89ed-07ac182724d4,health services,Medicare,45,45,0,male,female,1,white,latino,1,journalist,doctor,1,insurance salesperson,doctor,police officer,journalist,23:44.2
3B837J3LDOWMOU97C6AULLCLNFRSRO,f3004b3e-21c2-43ec-b666-ef93ca576f3d,debt,national debt,75,75,0,male,female,1,latino,white,1,insurance salesperson,state governor,1,journalist,state governor,pharmacist,insurance salesperson,46:45.8
3B837J3LDOWMOU97C6AULLCLNFRSRO,cbc22fb3-b2c5-4b13-910a-3786e2821565,health services,public employees health insurance,25,25,0,male,male,0,white,black,1,business executive,union leader,1,nurse,business executive,union leader,journalist,47:34.9
3F6HPJW4JD0YRR9VHL5UH27YFD4W2D,b077f491-e3aa-4a1c-9cad-e1efefc34fda,public assistance,retirement benefits,25,25,0,male,male,0,white,white,0,stockbroker,stockbroker,0,doctor,journalist,stockbroker,union leader,44:04.2
3WJEQKOXA82UVTOWXC9OUU02XSM1AZ,d56b8552-8171-49f8-8255-d71bdaa09a41,environmental protections,animal habitat protection,45,75,1,male,male,0,asian,white,1,union leader,university professor,1,pharmacist,university professor,union leader,stockbroker,31:29.2
3570Y55XZPJSVQC2V18743MF06WGY6,12f1b950-3921-44e6-9009-9cc9b11cafed,public assistance,low-income childcare assistance,45,45,0,male,male,0,latino,latino,0,advertising practitioner,university professor,1,advertising practitioner,police officer,nurse,university professor,45:14.0
3QAPZX2QN4D5J18AOEC9A7YUGUQ02Q,8df8db1d-95a4-4906-9684-f62763499e97,debt,national debt,45,45,0,female,female,0,black,black,0,business executive,lawyer,1,business executive,pharmacist,union leader,lawyer,53:39.4
3ATPCQ38J8ARLZZZ91GX8HBC3ANYAF,7eb4e474-d5ab-4bc2-a0ed-67ab04a4b300,public assistance,low-income childcare assistance,75,75,0,male,male,0,black,black,0,lawyer,lawyer,0,lawyer,nurse,stockbroker,state governor,02:50.6
32AT8R96GL9E4M1OG05ZQWZ5UBQSUH,58c5735c-a62e-4264-a1f3-228e1effe072,public assistance,food stamps,45,45,0,male,male,0,asian,asian,0,state governor,state governor,0,business executive,journalist,state governor,pharmacist,28:25.6
31JLPPHS2UUF70WCUZSPJIZ4IR1O34,14ca71d8-9078-4482-88e9-766cc6101fe8,health services,school health services,25,45,1,male,male,0,white,white,0,police officer,journalist,1,police officer,journalist,pharmacist,stockbroker,10:09.1
3ON104KXQKW8U5OILZOIAH4W11RW4M,49889e2e-d842-4d98-bcb3-c1e08b3cb85d,health services,school health services,25,25,0,female,female,0,white,white,0,nurse,nurse,0,insurance salesperson,police officer,journalist,nurse,21:40.5
3ATTHHXXWAOHRCSNGTM861SMFF9IXF,25b199a6-a246-4eb7-84d1-7673050123a0,defense,U.S. Customs and Border Protection (CBP),25,45,1,female,male,1,white,latino,1,university professor,university professor,0,advertising practitioner,nurse,union leader,university professor,20:06.4
3ATTHHXXWAOHRCSNGTM861SMFF9IXF,b2a779b2-b936-403d-93ed-1273cd6b8ec7,debt,national debt,25,75,1,male,male,0,white,white,0,doctor,university professor,1,university professor,insurance salesperson,doctor,congress member,15:53.2
3Z7ISHFUH0VD71GP8PY2QXEJKJ1Z8K,eb71879c-ae2c-43b4-a84d-dc26c2f0762f,scientific and medical research,medical vaccine research,75,75,0,male,male,0,asian,white,1,engineer,university professor,1,stockbroker,engineer,police officer,university professor,22:11.3
3ON104KXQKW8U5OILZOIAH4W12Z4W4,0431ba17-c925-4766-a303-d6ff52092ce2,environmental protections,parks construction and maintenance,75,45,1,female,male,1,latino,latino,0,business executive,business executive,0,business executive,doctor,police officer,lawyer,06:59.7
3H8DHMCCW9BUZ1DUPW68PA47RHIDKB,decdfc53-2f97-44d4-b7e6-a4cdc41ad3be,health services,Children's Health Insurance Program (CHIP),45,45,0,female,female,0,black,white,1,stockbroker,congress member,1,engineer,stockbroker,congress member,university professor,29:45.0
3OVR4I9USPJ3A8SW9QPCISMADUK4QO,c67ebf3e-cdef-4990-bf51-425fa01cf81d,environmental protections,air quality protection,75,45,1,female,female,0,black,black,0,insurance salesperson,union leader,1,university professor,insurance salesperson,union leader,nurse,09:02.7
3GGAI1SQEVYFKX7JACODKHETVWTCMR,6dc8d5ca-d2ce-435b-af7d-4ff912bf3530,health services,Medicaid,25,25,0,male,male,0,white,white,0,insurance salesperson,insurance salesperson,0,union leader,engineer,clergy,insurance salesperson,26:56.7
3YWRV122CSZWL2MF22ZU95Z4I0E8UU,4179bde1-ca97-42d0-ab9e-e3d5105415b5,defense,U.S. Immigration and Customs Enforcement (ICE),45,45,0,female,female,0,white,latino,1,clergy,clergy,0,clergy,doctor,union leader,stockbroker,28:46.2
3QY7M81QH7MEISCKYJ3MPIUB4177KT,93b1cedb-bcdf-4b92-aa5f-a8d70d5a5f04,debt,national debt,75,25,1,male,male,0,asian,black,1,lawyer,lawyer,0,lawyer,doctor,stockbroker,police officer,29:31.2
3SLE99ER0NDW9ZEWB1ICHZ4KRSSBZ6,8083c246-0ea1-45f1-8874-ee4ac14b7769,debt,national debt,75,75,0,female,female,0,asian,asian,0,engineer,state governor,1,insurance salesperson,state governor,engineer,university professor,15:57.7
3KWTYT08703AFUGJVQ0Q6YTU1RDL5I,e0072156-1988-4ef0-b252-cb271860f077,debt,national debt,45,45,0,male,female,1,asian,asian,0,congress member,congress member,0,university professor,insurance salesperson,congress member,doctor,48:11.5
31Q0U3WYDPFCCRQYQ9X4K3YCWYB17V,5a8fd608-c8dc-437e-965f-0b98da5c7604,defense,local police department,75,45,1,male,male,0,asian,asian,0,university professor,university professor,0,university professor,advertising practitioner,state governor,engineer,16:48.9
308Q0PEVB8DRQGAPDDGUQY648WC9IL,4b0ae210-14d7-46cf-83fa-0eb9ab691521,education,school teacher's pay,45,45,0,male,female,1,white,latino,1,university professor,university professor,0,engineer,university professor,insurance salesperson,state governor,12:10.8
3OS4RQUCR9FQ4INWAPO5E7O2GJKBFX,09dc7d8d-2a87-4dc6-a3cc-64ecdceff902,defense,local police department,45,45,0,female,male,1,black,black,0,union leader,union leader,0,union leader,stockbroker,doctor,clergy,27:08.3
37W3JXSD668OSC22A6CPQ683W0SWY5,9d6391c8-6d5d-4b52-ac0e-481a71d74e92,scientific and medical research,renewable energy research,45,75,1,male,female,1,white,black,1,pharmacist,pharmacist,0,clergy,police officer,pharmacist,business executive,27:20.8
39ASUFLU6X75B7Q1KAWHLMUUNLWXED,cfd8340b-68dc-4981-baf8-e2b62b5c43ae,education,school text books,45,45,0,female,female,0,white,white,0,state governor,state governor,0,state governor,journalist,pharmacist,stockbroker,46:14.3
3AMYWKA6YBME4JJUD1QNQLBOU1NO6Y,4d10de44-84e8-4825-bfed-27bd668ef9be,education,school tuition support,25,25,0,male,female,1,latino,black,1,lawyer,lawyer,0,lawyer,advertising practitioner,union leader,doctor,15:16.1
3FDJT1UU748ZVOY1AQOPRYGFE325KJ,8f59bc4f-cfaf-40e2-b7a0-7fa98b4e32f8,public assistance,school meals,45,45,0,female,female,0,white,white,0,journalist,journalist,0,state governor,business executive,nurse,journalist,27:05.2
39U1BHVTDLRVKS1KQGEODS5RJ143TX,29c6d06e-2257-4dd9-9a12-0bcd62c36829,health services,public health activities ,75,45,1,male,male,0,white,white,0,congress member,engineer,1,engineer,congress member,journalist,business executive,32:40.5
32N49TQG3GIAH54U4QTD1I7IMVOAVQ,2eb51749-0b50-40a6-9b74-787bd527722d,education,school stationeries and supplies,45,45,0,female,female,0,black,asian,1,lawyer,lawyer,0,insurance salesperson,state governor,pharmacist,lawyer,35:40.3
3HWRJOOET52XFQ42Q0QUMED28LBSEB,65629a09-c048-4913-839f-8ad6073644dd,health services,veterans' medical care,45,45,0,male,male,0,black,black,0,police officer,police officer,0,police officer,doctor,journalist,advertising practitioner,50:27.6
3MD9PLUKKIEYA83TERNL8U4E7B5NZT,b32197ed-7658-4485-9932-8bec829a1124,education,school stationeries and supplies,45,45,0,male,female,1,white,asian,1,police officer,university professor,1,advertising practitioner,university professor,pharmacist,police officer,58:34.2
3L6L49WXW0XEHM9YPY19KHRJFVF45L,f86e46bb-7323-4dc5-9222-8662ed287c05,debt,national debt,75,75,0,female,female,0,white,white,0,university professor,university professor,0,police officer,engineer,stockbroker,university professor,38:22.9
3QXNC7EIPIVGJLT99NROKU68KDJ90Y,d89bc20d-2906-4b4a-8ca8-8a8f8338ea07,defense,U.S. army,75,75,0,male,female,1,latino,latino,0,doctor,doctor,0,doctor,stockbroker,state governor,lawyer,25:20.2
3XXU1SWE8MVUO43E1T5OGPHSSZA0AN,a1ba44c9-d9e3-4457-8dec-2f0eb2000a3e,debt,national debt,45,45,0,male,male,0,asian,asian,0,lawyer,lawyer,0,union leader,lawyer,insurance salesperson,engineer,28:53.1
33IZTU6J8116LQVJL5GMA3Y9NGGXSW,63827212-8f08-4353-bf43-60cf06cbb97f,scientific and medical research,space exploration research,45,45,0,female,female,0,white,asian,1,journalist,engineer,1,engineer,journalist,insurance salesperson,state governor,17:27.4
3BF51CHDTVA9YRBS7ZFGXB4W5CY0HW,34e77bfe-3334-48d9-9c5c-c1984d259dd5,environmental protections,solar panel farms,25,25,0,male,female,1,white,latino,1,clergy,union leader,1,nurse,insurance salesperson,clergy,union leader,10:36.9
3ON104KXQKW8U5OILZOIAH4W1UT4WI,211e7ba9-0583-4dde-8c68-ea3db9e33381,education,school text books,75,75,0,female,female,0,asian,asian,0,pharmacist,pharmacist,0,pharmacist,lawyer,state governor,business executive,56:10.7
3JNQLM5FT4MIGXXWD7YS8RQIJ9T2LR,a89fdee3-fcdc-4acb-bd38-3a216aecb63f,health services,Affordable Care Act,75,45,1,male,female,1,asian,asian,0,congress member,congress member,0,university professor,stockbroker,congress member,engineer,39:16.4
3L4PIM1GQTGJKGLGBC2J370M3KRYRF,23ec04a8-d4c5-4370-ac00-4e147f984e6c,defense,U.S. Customs and Border Protection (CBP),45,45,0,female,female,0,white,latino,1,business executive,state governor,1,university professor,business executive,state governor,nurse,13:21.6
3RYC5T2D73TPB2TFKP60QG7AYERRPE,d664fd4c-766c-42c2-b223-b61cdcab8788,scientific and medical research,renewable energy research,75,45,1,male,male,0,white,white,0,stockbroker,union leader,1,union leader,pharmacist,university professor,stockbroker,47:23.1
3HSYG7LRBJY2D7J4HDSVTNZX951KK9,499bbc40-1c31-4087-802e-ece91071dd68,health services,school health services,45,45,0,male,male,0,black,black,0,journalist,union leader,1,journalist,doctor,union leader,advertising practitioner,24:17.0
3M81GAB8A0JNV7D5O5ZZQ6SGMP8BQD,999b8f6f-d2af-4570-885e-6ac1cd001ffe,health services,Children's Health Insurance Program (CHIP),45,75,1,female,male,1,white,white,0,lawyer,business executive,1,union leader,lawyer,business executive,pharmacist,16:27.3
37KGEN7NJ3Q4ZPD07X2BLL7VXQZPP4,d3492856-6455-4d3f-a3f7-9a91015510c0,environmental protections,air quality protection,75,45,1,female,female,0,latino,asian,1,state governor,university professor,1,business executive,nurse,university professor,state governor,25:16.4
3KV0LJBBH2LJQZW2S9E89CDFV6ZMRS,b4c1868f-5f1b-4038-b97a-f330176d5a34,scientific and medical research,artificial intelligence research,45,25,1,male,male,0,asian,black,1,pharmacist,pharmacist,0,university professor,pharmacist,police officer,advertising practitioner,28:41.3
3KAKFY4PGU25BEL9W4FKZL3I6E1I3U,66378fb2-7c9f-43bc-b7b5-84e64d50486a,scientific and medical research,public health research,25,25,0,female,female,0,asian,asian,0,advertising practitioner,doctor,1,advertising practitioner,union leader,lawyer,doctor,14:42.5
3EKVH9QMEY4ZIL940Q04PEID9462DX,37a0a015-d650-4103-aa60-7c42e9f80872,health services,veterans' medical care,25,75,1,female,female,0,asian,white,1,stockbroker,journalist,1,state governor,journalist,stockbroker,engineer,13:42.5
3EQHHY4HQSSUT22IKZ3AT6OM72ZG51,fe4e6286-8ed1-4d78-bb77-a2bd2b9262a1,health services,public employees health insurance,45,45,0,male,female,1,latino,white,1,university professor,university professor,0,university professor,congress member,engineer,business executive,29:34.0
3A7Y0R2P2OODMNCTYB78I27MRV1XJA,8527b7ac-c6c0-41b0-aeaf-b33d31e19562,education,school special education supplies,45,45,0,male,male,0,latino,latino,0,insurance salesperson,doctor,1,state governor,lawyer,insurance salesperson,doctor,10:36.0
3X3OR7WPZZ0T2CZLTO7TII3L45E8LK,673d1007-2038-496f-8a82-8e47d9e2f797,public assistance,low-income housing assitance,45,25,1,male,female,1,asian,white,1,congress member,university professor,1,university professor,pharmacist,insurance salesperson,congress member,44:49.1
32Q90QCQ1SLZR7RULRHSVSMSRT2KEU,752fa718-58ad-4255-b261-9e1591986bfb,defense,local police department,45,45,0,male,male,0,latino,white,1,engineer,police officer,1,lawyer,engineer,police officer,business executive,11:13.6
386PBUZZXFXIMTV4KS4K78CZKOTLJI,836c3060-83d9-4584-8a09-e96bea8b9ae5,defense,U.S. Customs and Border Protection (CBP),25,45,1,female,female,0,white,white,0,union leader,union leader,0,pharmacist,union leader,business executive,journalist,13:00.0
32KTQ2V7RDFDMZ0GYSEMIRDLP9ZM9P,d3fa34ab-894e-484e-a8d1-f4e44da1481f,debt,national debt,45,45,0,male,male,0,asian,white,1,lawyer,lawyer,0,doctor,insurance salesperson,police officer,lawyer,20:36.7
32KTQ2V7RDFDMZ0GYSEMIRDLP9ZM9P,e110ca0b-e997-44fb-8403-a3965740c8ea,education,school tuition support,45,45,0,male,male,0,black,black,0,advertising practitioner,advertising practitioner,0,engineer,clergy,advertising practitioner,police officer,22:38.2
3QAVNHZ3EM47L0S0QMR7E99GVXMAL7,632f8f16-4d08-4bf2-96cd-5c7a36f9769e,education,school psychological services,75,45,1,female,female,0,black,white,1,business executive,business executive,0,doctor,business executive,congress member,clergy,31:09.8
34QN5IT0TZRG5GAZ4VLAKYBX2SH08O,4e840194-d579-41a6-86f2-5043bfbaad9d,defense,defense intelligence,75,45,1,male,male,0,asian,white,1,doctor,state governor,1,stockbroker,doctor,university professor,state governor,50:15.1
3WETL7AQWT8TZQQUPKWQACZD3XZ53N,2a5c72d0-0b0d-4a34-81a7-8010c92bd679,environmental protections,parks construction and maintenance,45,45,0,female,male,1,asian,white,1,lawyer,lawyer,0,engineer,state governor,lawyer,advertising practitioner,02:05.7
32N49TQG3GIAH54U4QTD1I7IMVMVA9,45eb6c98-fd22-46e1-aabc-b7871486e5b4,scientific and medical research,medical vaccine research,75,45,1,male,male,0,white,latino,1,journalist,engineer,1,journalist,engineer,police officer,advertising practitioner,49:56.0
3WETL7AQWT8TZQQUPKWQACZD12E53A,1e116f59-0065-4e47-a4ed-f9759cb6df21,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,male,1,white,white,0,nurse,state governor,1,state governor,insurance salesperson,nurse,clergy,12:53.0
3WETL7AQWT8TZQQUPKWQACZD12E53A,2d66193c-6cf4-434d-ab27-f7a826d19af6,education,school special education supplies,45,45,0,male,female,1,latino,white,1,pharmacist,pharmacist,0,pharmacist,police officer,insurance salesperson,clergy,11:42.1
30JNVC0OR9KXMKGROX9VCHVEIE8QHS,9b9a04e9-ff75-4aa9-9dbd-97270aa572af,public assistance,school meals,45,45,0,female,female,0,latino,white,1,union leader,union leader,0,union leader,business executive,university professor,doctor,46:13.9
3Z3ZLGNNSIUISC9S9CKT8NU4ZDY3QE,f8ec405c-e14e-483b-8550-d82f059b72fd,scientific and medical research,cancer research,75,75,0,male,female,1,white,asian,1,business executive,university professor,1,pharmacist,business executive,university professor,congress member,38:41.7
3S96KQ6I9M4T2K3HJ5K0Q1R3BNDTDO,4fdb2f61-caf8-4862-adef-c8097be61c3c,defense,U.S. Customs and Border Protection (CBP),45,25,1,female,male,1,white,white,0,journalist,journalist,0,stockbroker,engineer,union leader,journalist,02:46.8
3Y5140Z9DXGCI3QWU2CRCO6JDYDPIB,3310293d-439f-443e-ab8c-c45f2b627184,scientific and medical research,medical vaccine research,25,45,1,male,male,0,white,black,1,police officer,pharmacist,1,pharmacist,advertising practitioner,university professor,police officer,13:16.6
3X3OR7WPZZ0T2CZLTO7TII3L4DZL8Y,0fb5868b-abd6-46ec-be61-1dd1bc41da55,scientific and medical research,space exploration research,45,45,0,male,female,1,white,white,0,congress member,congress member,0,clergy,pharmacist,congress member,insurance salesperson,24:22.8
